Lead_ID,Counselling,Application,Enrolled
L19460,Y,Y,
L19461,,no,Y
L19462,N,Y,N
L19463,yes,Y,N
L19464,No,yes,no
L19465,Y,Y,no
L19466,Y,Y,Yes
L19467,Yes,,Y
L19468,Yes,Y,No
L19469,no,N,
L19470,N,Yes,Y
L19471,No,Y,
L19472,No,,
L19473,No,yes,No
L19474,N,Yes,N
L19475,yes,N,No
L19476,Y,yes,N
L19477,no,yes,No
L19478,No,N,Y
L19479,N,N,No
L19480,,yes,N
L19481,no,no,Y
L19482,yes,N,yes
L19483,Yes,Y,no
L19484,no,no,N
L19485,,N,Y
L19486,Y,yes,no
L19487,yes,N,Y
L19488,,,No
L19489,,Y,
L19490,yes,yes,no
L19491,no,,No
L19492,No,no,
L19493,yes,N,
L19494,N,No,yes
L19495,Yes,,no
L19496,yes,Yes,yes
L19497,N,N,No
L19498,Y,yes,Yes
L19499,Yes,no,yes
L19500,no,no,yes
L19501,No,Y,yes
L19502,Yes,no,yes
L19503,N,N,No
L19504,,No,Yes
L19505,no,,
L19506,Yes,yes,
L19507,,Y,Y
L19508,No,yes,N
L19509,N,,N
L19510,Y,No,
L19511,,Y,Y
L19512,N,No,Y
L19513,yes,no,
L19514,yes,,N
L19515,No,No,
L19516,No,,
L19517,Yes,,No
L19518,yes,N,No
L19519,yes,N,
L19520,N,no,Yes
L19521,No,Yes,
L19522,N,Y,Y
L19523,N,N,Y
L19524,no,Y,Y
L19525,no,,no
L19526,Y,Yes,
L19527,No,yes,Y
L19528,,yes,no
L19529,N,no,N
L19530,,Y,no
L19531,N,Yes,No
L19532,,N,
L19533,N,no,Yes
L19534,Y,no,Y
L19535,,Yes,no
L19536,N,N,No
L19537,No,,Y
L19538,No,Y,no
L19539,No,No,yes
L19540,yes,No,
L19541,N,No,Yes
L19542,,N,N
L19543,N,,yes
L19544,,no,No
L19545,,no,yes
L19546,N,,Yes
L19547,yes,yes,Y
L19548,Y,,
L19549,Yes,no,yes
L19550,,,
L19551,,yes,
L19552,N,N,no
L19553,N,,Y
L19554,Yes,Yes,No
L19555,Yes,N,Y
L19556,Y,Yes,No
L19557,,,N
L19558,,Y,Y
L19559,Y,Y,yes
L19560,,,Yes
L19561,No,no,
L19562,Y,N,N
L19563,yes,Y,no
L19564,,yes,Y
L19565,,Yes,
L19566,Y,N,
L19567,no,N,
L19568,,,Y
L19569,N,yes,no
L19570,No,yes,yes
L19571,yes,,No
L19572,Yes,,yes
L19573,no,N,N
L19574,Y,No,yes
L19575,no,,Y
L19576,Yes,Y,No
L19577,No,,Yes
L19578,,,
L19579,,yes,
L19580,No,No,
L19581,No,,
L19582,no,no,No
L19583,yes,No,
L19584,Y,Yes,no
L19585,Yes,N,N
L19586,N,No,No
L19587,no,no,no
L19588,Yes,Yes,Y
L19589,no,No,no
L19590,,No,N
L19591,Y,yes,Y
L19592,,,N
L19593,,yes,Yes
L19594,no,yes,
L19595,No,Y,
L19596,no,yes,
L19597,,yes,
L19598,no,no,No
L19599,Y,yes,
L19600,,,Yes
L19601,No,No,Yes
L19602,,,yes
L19603,,yes,No
L19604,Y,Yes,
L19605,Yes,Yes,yes
L19606,,yes,no
L19607,,,Y
L19608,no,No,no
L19609,Y,Y,yes
L19610,,yes,
L19611,yes,Yes,no
L19612,yes,,Y
L19613,,,Y
L19614,N,No,no
L19615,N,Y,No
L19616,N,yes,Yes
L19617,yes,Y,Y
L19618,Y,,No
L19619,no,no,no
L19620,yes,no,
L19621,No,No,Yes
L19622,yes,,Y
L19623,yes,Y,
L19624,no,no,N
L19625,,yes,N
L19626,yes,N,N
L19627,,,Yes
L19628,yes,yes,No
L19629,,Y,No
L19630,no,no,No
L19631,yes,No,yes
L19632,Y,yes,Y
L19633,No,Y,no
L19634,Y,,no
L19635,yes,N,Y
L19636,No,,N
L19637,N,,No
L19638,Yes,no,No
L19639,No,,
L19640,no,,yes
L19641,,,No
L19642,No,No,Yes
L19643,,N,yes
L19644,,,No
L19645,Y,,
L19646,no,yes,Y
L19647,Y,Y,no
L19648,Y,Yes,no
L19649,Yes,Y,No
L19650,yes,,No
L19651,,N,no
L19652,Yes,Y,N
L19653,yes,Y,yes
L19654,N,N,no
L19655,Y,,
L19656,No,yes,
L19657,yes,yes,
L19658,Yes,yes,
L19659,no,Y,Yes
L19660,Yes,Y,yes
L19661,Y,no,
L19662,,,no
L19663,Y,N,Y
L19664,Yes,N,yes
L19665,Yes,no,No
L19666,no,No,
L19667,N,Yes,Y
L19668,yes,yes,
L19669,Y,Yes,yes
L19670,yes,,
L19671,,yes,N
L19672,Y,N,
L19673,Y,,N
L19674,Yes,no,yes
L19675,N,No,yes
L19676,,,yes
L19677,,Yes,
L19678,Yes,Y,No
L19679,N,N,Yes
L19680,,no,No
L19681,No,No,Y
L19682,Yes,yes,Yes
L19683,No,,Y
L19684,,,Yes
L19685,N,,
L19686,Y,yes,Yes
L19687,no,No,
L19688,N,,N
L19689,yes,yes,Yes
L19690,yes,yes,yes
L19691,,,no
L19692,no,,
L19693,,,Yes
L19694,,Y,yes
L19695,no,yes,N
L19696,N,N,
L19697,Yes,,
L19698,Y,Yes,yes
L19699,,,Yes
L19700,,N,no
L19701,N,No,
L19702,N,,
L19703,yes,No,yes
L19704,no,Y,no
L19705,Y,no,Y
L19706,N,N,Yes
L19707,yes,no,
L19708,Y,N,N
L19709,No,,no
L19710,yes,yes,Y
L19711,No,No,N
L19712,,N,N
L19713,N,Yes,
L19714,,Yes,Yes
L19715,Y,,
L19716,Yes,yes,yes
L19717,,no,Yes
L19718,no,yes,Y
L19719,No,no,
L19720,Yes,Y,No
L19721,yes,Y,N
L19722,no,Y,No
L19723,Y,No,Yes
L19724,,N,
L19725,,no,
L19726,N,no,yes
L19727,no,No,N
L19728,Yes,,No
L19729,Yes,,Y
L19730,yes,Y,yes
L19731,Y,No,
L19732,yes,yes,N
L19733,N,Y,yes
L19734,Y,N,
L19735,N,no,Y
L19736,N,yes,no
L19737,yes,yes,N
L19738,no,Y,yes
L19739,Y,No,No
L19740,Y,no,yes
L19741,Y,Y,Yes
L19742,yes,,Y
L19743,N,yes,yes
L19744,yes,yes,No
L19745,N,yes,
L19746,yes,yes,
L19747,Yes,N,Y
L19748,,No,Y
L19749,no,,no
L19750,yes,,yes
L19751,no,,No
L19752,No,no,No
L19753,,No,no
L19754,yes,Y,N
L19755,Y,No,N
L19756,Y,Y,yes
L19757,,Yes,Y
L19758,No,Yes,yes
L19759,N,Y,no
L19760,yes,No,
L19761,Y,Y,
L19762,,yes,Yes
L19763,Y,No,yes
L19764,N,Yes,Yes
L19765,No,no,Yes
L19766,Y,,Yes
L19767,,N,yes
L19768,N,,yes
L19769,no,N,No
L19770,N,,
L19771,no,Yes,N
L19772,Yes,no,No
L19773,,,
L19774,Yes,Y,N
L19775,N,Y,Y
L19776,,yes,
L19777,yes,Yes,Yes
L19778,Yes,Yes,No
L19779,Y,N,no
L19780,N,Y,No
L19781,,Y,Y
L19782,Y,yes,N
L19783,yes,,
L19784,,No,N
L19785,Yes,Y,N
L19786,Yes,yes,
L19787,Y,Y,
L19788,no,No,
L19789,Yes,,no
L19790,No,N,N
L19791,Y,no,Y
L19792,yes,no,no
L19793,Yes,,no
L19794,,Y,no
L19795,no,No,Y
L19796,Y,N,No
L19797,Yes,yes,No
L19798,no,Yes,No
L19799,N,,Yes
L19800,,,N
L19801,no,,N
L19802,,Y,
L19803,Y,Yes,
L19804,Yes,no,Y
L19805,,N,yes
L19806,yes,Y,N
L19807,Yes,No,no
L19808,N,Y,No
L19809,No,,
L19810,yes,N,yes
L19811,Y,no,N
L19812,No,,No
L19813,No,N,N
L19814,Yes,No,Y
L19815,,Y,
L19816,no,,
L19817,No,No,yes
L19818,,yes,yes
L19819,,,yes
L19820,N,,no
L19821,Y,,
L19822,Y,,N
L19823,N,No,No
L19824,N,Yes,
L19825,,No,No
L19826,no,N,Yes
L19827,No,Yes,No
L19828,no,,
L19829,No,No,no
L19830,,N,N
L19831,Yes,yes,
L19832,Y,yes,
L19833,N,Yes,N
L19834,no,No,
L19835,No,,
L19836,,yes,N
L19837,No,no,
L19838,N,yes,
L19839,yes,Y,
L19840,yes,yes,yes
L19841,yes,no,Y
L19842,yes,N,
L19843,yes,N,
L19844,,N,
L19845,,yes,N
L19846,yes,Y,Y
L19847,Y,No,Yes
L19848,No,Y,
L19849,Y,,Yes
L19850,,,
L19851,,Yes,yes
L19852,No,yes,no
L19853,yes,Y,yes
L19854,N,Yes,
L19855,N,,no
L19856,Yes,,Yes
L19857,no,Y,no
L19858,N,N,yes
L19859,no,,yes
L19860,Y,Y,No
L19861,yes,,no
L19862,Y,Yes,Yes
L19863,no,,Y
L19864,yes,N,
L19865,no,no,
L19866,N,,No
L19867,No,no,
L19868,no,Y,Yes
L19869,No,Yes,N
L19870,Yes,Y,
L19871,,yes,
L19872,yes,yes,Yes
L19873,no,yes,
L19874,,no,N
L19875,no,,N
L19876,no,No,Yes
L19877,,,no
L19878,N,,Yes
L19879,no,Y,Y
L19880,yes,No,
L19881,no,yes,Y
L19882,N,N,
L19883,Y,yes,yes
L19884,No,Y,No
L19885,No,yes,
L19886,,No,Y
L19887,no,yes,
L19888,Yes,No,no
L19889,Y,yes,No
L19890,Y,yes,no
L19891,N,No,Y
L19892,,,
L19893,Yes,,No
L19894,No,No,Y
L19895,N,N,Yes
L19896,yes,,N
L19897,N,,
L19898,no,No,No
L19899,No,N,N
L19900,yes,No,Y
L19901,No,no,
L19902,N,no,N
L19903,N,no,N
L19904,Yes,yes,no
L19905,,N,N
L19906,Yes,,N
L19907,No,Y,No
L19908,No,no,
L19909,N,yes,No
L19910,yes,Y,No
L19911,no,Yes,yes
L19912,Y,Y,Yes
L19913,no,,
L19914,N,Yes,No
L19915,yes,Y,N
L19916,,yes,
L19917,yes,N,Y
L19918,,N,
L19919,No,yes,no
L19920,Yes,Yes,Y
L19921,,,
L19922,,no,yes
L19923,N,No,N
L19924,N,no,N
L19925,Y,yes,No
L19926,no,,
L19927,Y,Y,Yes
L19928,no,Y,
L19929,N,no,N
L19930,,N,
L19931,no,N,no
L19932,Yes,Y,
L19933,N,yes,yes
L19934,Y,yes,N
L19935,,no,No
L19936,Yes,Y,Yes
L19937,,No,
L19938,yes,yes,no
L19939,No,,
L19940,No,No,no
L19941,,No,no
L19942,No,no,
L19943,yes,N,no
L19944,No,,Yes
L19945,yes,no,No
L19946,,,No
L19947,No,no,
L19948,no,Yes,Yes
L19949,N,,
L19950,N,,no
L19951,Yes,no,Y
L19952,N,,no
L19953,yes,Yes,N
L19954,,Yes,No
L19955,N,,Yes
L19956,,Yes,N
L19957,N,Yes,N
L19958,yes,,no
L19959,,,N
L19960,,No,
L19961,Yes,no,Yes
L19962,no,N,
L19963,,No,
L19964,Yes,,no
L19965,,yes,Y
L19966,,Yes,Yes
L19967,yes,,Y
L19968,N,Yes,Yes
L19969,No,No,
L19970,No,N,
L19971,no,no,no
L19972,yes,Yes,
L19973,yes,,Yes
L19974,N,,Y
L19975,,,No
L19976,no,yes,Y
L19977,Y,,
L19978,no,N,no
L19979,Yes,,No
L19980,,,No
L19981,Yes,no,
L19982,,N,Y
L19983,Y,No,
L19984,Yes,no,No
L19985,no,Yes,
L19986,Yes,no,
L19987,no,,no
L19988,Yes,Yes,
L19989,Yes,no,
L19990,No,no,
L19991,,No,Yes
L19992,No,No,Y
L19993,,Y,
L19994,no,,no
L19995,,N,N
L19996,,,
L19997,Y,N,no
L19998,,no,N
L19999,,,Yes
L20000,,No,N
L20001,No,,Y
L20002,,N,Yes
L20003,no,No,
L20004,no,yes,
L20005,N,,
L20006,No,N,Yes
L20007,N,yes,
L20008,Y,Yes,Y
L20009,Yes,N,yes
L20010,Y,N,No
L20011,N,N,yes
L20012,,Yes,Y
L20013,No,no,yes
L20014,N,No,Y
L20015,no,yes,yes
L20016,No,Y,yes
L20017,No,Yes,no
L20018,No,Y,No
L20019,No,Y,N
L20020,Y,Y,
L20021,,N,N
L20022,yes,,
L20023,No,N,Yes
L20024,Y,Y,no
L20025,Y,Yes,
L20026,,,
L20027,,Y,Y
L20028,No,Y,
L20029,Y,,Y
L20030,No,Yes,Yes
L20031,no,Yes,no
L20032,,Yes,no
L20033,Yes,,No
L20034,Y,Y,
L20035,,,N
L20036,yes,,
L20037,yes,N,
L20038,,,
L20039,no,N,no
L20040,Y,no,no
L20041,no,yes,Y
L20042,yes,yes,No
L20043,no,Y,No
L20044,N,Y,
L20045,No,No,no
L20046,Yes,,N
L20047,No,Y,
L20048,,No,no
L20049,,yes,Yes
L20050,N,yes,no
L20051,,no,
L20052,,N,N
L20053,Y,,yes
L20054,,,N
L20055,N,no,Y
L20056,yes,yes,yes
L20057,Y,yes,N
L20058,,yes,No
L20059,no,,
L20060,N,Yes,
L20061,Yes,Yes,Y
L20062,No,no,yes
L20063,,Yes,no
L20064,N,,yes
L20065,No,yes,yes
L20066,,,no
L20067,N,No,
L20068,,N,
L20069,,N,
L20070,,,N
L20071,Yes,N,N
L20072,Yes,Y,Y
L20073,no,,Yes
L20074,No,Yes,N
L20075,yes,,no
L20076,,Yes,
L20077,Yes,yes,no
L20078,,yes,Y
L20079,no,yes,No
L20080,Yes,,N
L20081,N,,
L20082,N,yes,
L20083,,N,no
L20084,Y,,Yes
L20085,Yes,Y,Yes
L20086,Y,,no
L20087,Y,Y,no
L20088,yes,Yes,no
L20089,Y,Y,no
L20090,,Yes,No
L20091,Y,,
L20092,Y,no,no
L20093,Yes,,Y
L20094,N,No,Y
L20095,N,yes,No
L20096,Yes,No,yes
L20097,no,Y,No
L20098,No,,no
L20099,yes,Yes,yes
L20100,Yes,Y,yes
L20101,no,,Yes
L20102,no,,Y
L20103,yes,N,N
L20104,,Yes,
L20105,no,N,No
L20106,N,Yes,N
L20107,N,yes,N
L20108,,Yes,No
L20109,N,yes,No
L20110,Yes,yes,no
L20111,,Y,no
L20112,,,
L20113,N,N,Yes
L20114,N,no,
L20115,Y,,N
L20116,Yes,,No
L20117,no,No,yes
L20118,No,yes,
L20119,N,yes,Y
L20120,No,,
L20121,,,no
L20122,Y,,yes
L20123,,Y,
L20124,N,,Yes
L20125,no,yes,
L20126,Y,,N
L20127,N,,No
L20128,,,Yes
L20129,Y,No,N
L20130,Y,Y,
L20131,N,No,
L20132,,Yes,yes
L20133,No,Y,Yes
L20134,yes,N,
L20135,,No,
L20136,,no,no
L20137,no,No,yes
L20138,Y,,yes
L20139,N,Y,Y
L20140,Y,no,Y
L20141,Yes,N,no
L20142,Yes,no,no
L20143,Yes,Y,
L20144,no,No,
L20145,,yes,no
L20146,yes,N,Yes
L20147,,yes,
L20148,no,,
L20149,N,No,Y
L20150,no,Y,yes
L20151,N,no,No
L20152,No,Yes,
L20153,,no,No
L20154,,,Yes
L20155,no,Yes,No
L20156,Yes,,Yes
L20157,Yes,No,no
L20158,Y,,
L20159,N,,N
L20160,N,Yes,Y
L20161,Y,Y,no
L20162,Yes,Y,Yes
L20163,no,N,
L20164,,no,
L20165,,Y,yes
L20166,no,N,
L20167,N,yes,yes
L20168,yes,N,no
L20169,no,N,No
L20170,No,,N
L20171,No,no,yes
L20172,no,no,Yes
L20173,Y,N,No
L20174,Y,,Yes
L20175,Y,,no
L20176,No,yes,
L20177,Yes,yes,
L20178,N,No,No
L20179,yes,No,
L20180,,No,
L20181,N,Yes,
L20182,Y,no,yes
L20183,no,Y,N
L20184,Yes,,
L20185,yes,no,
L20186,Yes,yes,yes
L20187,no,,
L20188,Yes,N,
L20189,yes,Y,Y
L20190,no,,no
L20191,,Yes,
L20192,,Y,No
L20193,No,Y,Y
L20194,,Y,
L20195,Yes,no,Yes
L20196,no,,no
L20197,Yes,no,N
L20198,no,N,yes
L20199,,,Yes
L20200,Y,,Yes
L20201,Yes,No,Yes
L20202,Y,Y,Yes
L20203,Y,no,no
L20204,No,,Y
L20205,,Yes,
L20206,Y,no,no
L20207,,yes,
L20208,Yes,Y,
L20209,Yes,,
L20210,,No,
L20211,yes,Y,N
L20212,Y,yes,N
L20213,N,yes,yes
L20214,No,no,
L20215,no,yes,N
L20216,no,Y,No
L20217,no,Yes,yes
L20218,,No,No
L20219,No,Yes,yes
L20220,No,,
L20221,yes,Yes,Y
L20222,yes,yes,N
L20223,no,no,N
L20224,Y,,yes
L20225,,,No
L20226,No,Yes,no
L20227,Y,yes,
L20228,yes,Yes,No
L20229,Y,Yes,N
L20230,,Y,
L20231,,Y,
L20232,,Y,Y
L20233,Yes,Yes,
L20234,No,no,
L20235,No,,No
L20236,,,Yes
L20237,no,No,No
L20238,N,N,No
L20239,no,yes,yes
L20240,,no,
L20241,no,No,yes
L20242,Yes,no,
L20243,no,No,
L20244,no,Y,no
L20245,No,yes,Yes
L20246,N,,N
L20247,Y,no,no
L20248,No,no,
L20249,Y,No,Yes
L20250,,yes,No
L20251,No,Yes,Yes
L20252,Yes,No,Y
L20253,,No,No
L20254,Y,no,
L20255,Yes,No,Yes
L20256,,Y,Yes
L20257,No,yes,N
L20258,,No,N
L20259,yes,N,yes
L20260,Yes,,Yes
L20261,no,No,no
L20262,,,Y
L20263,yes,Y,yes
L20264,No,No,No
L20265,yes,Y,
L20266,Yes,No,no
L20267,yes,no,
L20268,,No,No
L20269,,no,
L20270,No,,
L20271,yes,,no
L20272,Yes,,yes
L20273,Y,,No
L20274,Y,Y,no
L20275,N,No,N
L20276,N,,No
L20277,Yes,yes,no
L20278,,No,Y
L20279,No,,
L20280,yes,no,N
L20281,,,N
L20282,no,,yes
L20283,,No,Y
L20284,N,No,N
L20285,,,
L20286,,no,Y
L20287,Yes,,
L20288,yes,Yes,Yes
L20289,,No,No
L20290,No,N,Y
L20291,N,N,
L20292,yes,yes,no
L20293,,No,yes
L20294,,Y,Yes
L20295,No,Yes,
L20296,,yes,yes
L20297,Yes,N,
L20298,,Y,Yes
L20299,,yes,no
L20300,,,
L20301,yes,Yes,Y
L20302,,Yes,Y
L20303,no,yes,
L20304,,yes,Yes
L20305,N,no,Y
L20306,no,Y,no
L20307,yes,,
L20308,,yes,Y
L20309,Yes,Y,No
L20310,,Yes,Y
L20311,Y,,Yes
L20312,,Yes,Yes
L20313,No,,Y
L20314,Y,,
L20315,No,N,Y
L20316,No,,no
L20317,No,yes,No
L20318,Y,Y,N
L20319,no,,Y
L20320,no,Yes,
L20321,no,N,No
L20322,Yes,no,Yes
L20323,Y,Y,no
L20324,No,Y,Y
L20325,,,yes
L20326,Yes,Y,
L20327,Yes,Y,yes
L20328,Y,Y,N
L20329,yes,no,Yes
L20330,N,N,Yes
L20331,,,yes
L20332,yes,,
L20333,no,,yes
L20334,no,,No
L20335,,,Yes
L20336,no,Yes,yes
L20337,yes,Y,
L20338,N,,
L20339,Yes,,yes
L20340,Yes,,
L20341,Yes,N,no
L20342,,Y,N
L20343,no,Y,yes
L20344,N,N,yes
L20345,yes,Yes,
L20346,N,yes,yes
L20347,N,Yes,Y
L20348,,Y,yes
L20349,no,Yes,
L20350,No,No,
L20351,no,yes,N
L20352,,no,
L20353,No,No,Yes
L20354,,Y,Y
L20355,N,no,Y
L20356,,N,
L20357,No,no,no
L20358,yes,yes,
L20359,N,Yes,Y
L20360,Yes,,N
L20361,Y,N,
L20362,,,yes
L20363,no,,no
L20364,,Yes,
L20365,yes,,
L20366,no,,no
L20367,No,Yes,No
L20368,,Yes,Y
L20369,Yes,No,no
L20370,Yes,Y,No
L20371,Y,no,no
L20372,,N,Y
L20373,No,Y,Y
L20374,Y,Y,N
L20375,no,yes,Yes
L20376,,,yes
L20377,,,yes
L20378,Yes,,yes
L20379,Yes,N,
L20380,Y,,Yes
L20381,N,,Yes
L20382,N,yes,No
L20383,,,yes
L20384,N,yes,No
L20385,No,,No
L20386,Yes,yes,no
L20387,yes,Yes,yes
L20388,N,no,Yes
L20389,yes,Yes,
L20390,,,
L20391,No,Y,No
L20392,No,N,yes
L20393,N,Yes,
L20394,Y,no,N
L20395,No,,N
L20396,Y,no,
L20397,No,Y,N
L20398,yes,N,Y
L20399,Yes,No,yes
L20400,No,Y,No
L20401,,Y,N
L20402,No,N,Y
L20403,N,Yes,yes
L20404,,yes,Y
L20405,,No,
L20406,No,,No
L20407,yes,yes,
L20408,no,Y,N
L20409,No,,N
L20410,yes,No,
L20411,Yes,N,no
L20412,yes,N,N
L20413,No,Yes,
L20414,Yes,N,
L20415,N,Y,yes
L20416,yes,Y,no
L20417,Y,no,Y
L20418,No,Yes,
L20419,no,Yes,yes
L20420,yes,Y,
L20421,,No,Yes
L20422,no,No,
L20423,yes,yes,no
L20424,Yes,,
L20425,no,no,no
L20426,N,,Y
L20427,No,N,
L20428,no,N,No
L20429,No,,
L20430,Yes,no,Yes
L20431,N,yes,No
L20432,N,yes,yes
L20433,No,yes,
L20434,,Yes,No
L20435,yes,yes,
L20436,No,,no
L20437,no,Yes,Yes
L20438,,Yes,yes
L20439,no,Y,yes
L20440,,no,no
L20441,,,No
L20442,yes,N,yes
L20443,,No,yes
L20444,,Yes,yes
L20445,No,no,
L20446,No,no,
L20447,,no,N
L20448,No,,
L20449,,yes,Yes
L20450,Y,Yes,
L20451,N,yes,
L20452,,N,no
L20453,Y,,yes
L20454,N,N,
L20455,no,yes,Yes
L20456,N,Y,
L20457,no,,
L20458,,yes,N
L20459,Yes,no,Yes
L20460,No,No,Y
L20461,no,,yes
L20462,Yes,yes,Y
L20463,N,no,
L20464,Y,yes,N
L20465,no,,Y
L20466,,yes,
L20467,No,N,N
L20468,,,Yes
L20469,N,yes,yes
L20470,no,N,N
L20471,Y,,Yes
L20472,,,
L20473,Yes,yes,No
L20474,,No,yes
L20475,Yes,No,No
L20476,,Y,N
L20477,Yes,,No
L20478,N,yes,N
L20479,No,no,no
L20480,no,Yes,No
L20481,,,No
L20482,no,Y,Y
L20483,,,yes
L20484,Yes,no,
L20485,yes,Y,No
L20486,Y,Yes,Y
L20487,N,Yes,N
L20488,no,Yes,
L20489,Y,no,Yes
L20490,No,Y,
L20491,no,N,Yes
L20492,No,Yes,yes
L20493,No,,No
L20494,no,,no
L20495,Y,no,no
L20496,no,yes,
L20497,Yes,N,No
L20498,No,N,Yes
L20499,No,yes,Yes
L20500,Y,no,Y
L20501,Yes,yes,
L20502,yes,yes,
L20503,Y,,N
L20504,,Yes,Y
L20505,,Y,no
L20506,yes,no,Y
L20507,Yes,Yes,N
L20508,No,N,No
L20509,Yes,No,N
L20510,,Y,
L20511,,,
L20512,,No,
L20513,N,N,Y
L20514,Yes,Yes,N
L20515,Y,,
L20516,No,Y,yes
L20517,No,Y,no
L20518,No,Yes,
L20519,N,Y,Yes
L20520,no,no,Y
L20521,Yes,no,
L20522,No,,
L20523,no,Yes,N
L20524,Y,Y,yes
L20525,N,Yes,Yes
L20526,N,Y,
L20527,no,Y,Y
L20528,N,Y,No
L20529,Y,Y,no
L20530,,no,Yes
L20531,yes,,Yes
L20532,N,,yes
L20533,Yes,,
L20534,no,Y,
L20535,Y,Y,no
L20536,yes,Y,no
L20537,,yes,yes
L20538,No,no,Y
L20539,,N,
L20540,,no,
L20541,yes,Yes,
L20542,,,yes
L20543,No,,Yes
L20544,Y,,Yes
L20545,Yes,no,No
L20546,yes,yes,no
L20547,,N,N
L20548,,no,Yes
L20549,,yes,
L20550,N,no,Yes
L20551,,yes,no
L20552,Y,no,Y
L20553,Y,,
L20554,Y,Yes,no
L20555,No,Yes,Yes
L20556,,yes,no
L20557,Yes,Y,Y
L20558,yes,no,
L20559,N,,N
L20560,,no,Yes
L20561,N,Yes,Y
L20562,,,
L20563,No,Yes,No
L20564,,N,
L20565,Yes,,Y
L20566,Yes,yes,Yes
L20567,No,No,no
L20568,yes,,Y
L20569,No,,
L20570,Yes,Y,
L20571,yes,yes,no
L20572,N,Y,Yes
L20573,Y,yes,
L20574,Y,no,no
L20575,no,,Yes
L20576,no,,
L20577,Y,,Yes
L20578,,yes,Y
L20579,No,Y,N
L20580,no,,No
L20581,,No,yes
L20582,N,no,
L20583,,N,Y
L20584,no,,No
L20585,yes,Y,
L20586,No,No,Y
L20587,No,,Y
L20588,No,,Yes
L20589,yes,N,No
L20590,no,no,yes
L20591,N,Yes,no
L20592,,Y,
L20593,yes,no,Yes
L20594,Y,N,Y
L20595,,No,N
L20596,Yes,,no
L20597,Y,,Y
L20598,Y,no,Yes
L20599,,,
L20600,N,Yes,Y
L20601,,N,Yes
L20602,no,no,Y
L20603,,,no
L20604,no,Yes,
L20605,Yes,Y,N
L20606,no,no,
L20607,,yes,N
L20608,No,No,Yes
L20609,Y,yes,No
L20610,Yes,yes,
L20611,Yes,no,no
L20612,no,,Yes
L20613,Yes,,Yes
L20614,Yes,No,No
L20615,No,Y,Y
L20616,Y,No,N
L20617,,N,yes
L20618,Yes,,
L20619,Yes,,Yes
L20620,,Yes,
L20621,Yes,N,no
L20622,N,N,Y
L20623,yes,no,
L20624,N,yes,N
L20625,No,Y,no
L20626,N,no,Yes
L20627,Y,Y,
L20628,yes,Y,No
L20629,Yes,Yes,No
L20630,no,,No
L20631,Yes,No,N
L20632,No,no,
L20633,Yes,Y,N
L20634,N,No,
L20635,,,
L20636,,N,
L20637,no,N,Y
L20638,,N,No
L20639,,yes,Y
L20640,yes,Yes,
L20641,No,Yes,
L20642,yes,No,Yes
L20643,no,yes,N
L20644,Y,No,N
L20645,,Yes,Yes
L20646,yes,Y,
L20647,N,yes,yes
L20648,,Y,no
L20649,yes,Y,
L20650,Yes,N,Yes
L20651,No,no,Y
L20652,,Y,Y
L20653,No,Yes,Y
L20654,Y,Yes,No
L20655,N,yes,no
L20656,Y,no,N
L20657,,No,yes
L20658,yes,Y,no
L20659,Y,Y,
L20660,No,,N
L20661,,,no
L20662,No,no,Yes
L20663,yes,yes,
L20664,yes,,No
L20665,no,yes,Yes
L20666,N,no,No
L20667,,,yes
L20668,No,Yes,Yes
L20669,,N,No
L20670,Y,N,No
L20671,N,yes,Y
L20672,,,Yes
L20673,no,N,No
L20674,Yes,yes,
L20675,N,N,
L20676,Y,N,Y
L20677,Yes,Y,Y
L20678,,Yes,Y
L20679,no,,Yes
L20680,,Yes,
L20681,No,no,
L20682,,yes,N
L20683,No,no,N
L20684,Yes,Y,yes
L20685,No,No,
L20686,yes,no,no
L20687,,Yes,Y
L20688,,no,Yes
L20689,N,,
L20690,no,no,No
L20691,Y,Yes,No
L20692,,yes,no
L20693,no,Y,Yes
L20694,,yes,No
L20695,N,N,no
L20696,Yes,Yes,N
L20697,,N,Y
L20698,,Yes,
L20699,Yes,Yes,
L20700,No,Y,N
L20701,Yes,yes,no
L20702,Y,N,yes
L20703,no,yes,Y
L20704,Y,yes,No
L20705,no,Yes,N
L20706,N,No,no
L20707,N,N,
L20708,No,N,
L20709,Yes,no,
L20710,no,,Yes
L20711,yes,,
L20712,yes,no,Yes
L20713,N,Yes,No
L20714,yes,Yes,Y
L20715,yes,Yes,N
L20716,N,No,no
L20717,N,Y,yes
L20718,Y,,
L20719,Yes,Y,N
L20720,no,Yes,Y
L20721,N,Yes,yes
L20722,yes,No,no
L20723,yes,No,Yes
L20724,no,no,Yes
L20725,,No,Yes
L20726,,Yes,Yes
L20727,No,Y,No
L20728,Y,,
L20729,,,Y
L20730,Y,yes,no
L20731,Yes,No,Y
L20732,,yes,No
L20733,yes,,
L20734,Yes,,Yes
L20735,Yes,Yes,
L20736,Yes,N,
L20737,Yes,no,
L20738,,Yes,Y
L20739,no,No,N
L20740,no,N,No
L20741,N,N,no
L20742,no,no,Y
L20743,Yes,no,
L20744,yes,Y,
L20745,Y,Yes,N
L20746,N,,yes
L20747,yes,Yes,Y
L20748,,yes,No
L20749,Yes,Y,yes
L20750,N,,Yes
L20751,No,yes,yes
L20752,N,No,Yes
